classification_record_id,数据快照,分类规则版本,standard原值,standard规范值,viol_type,citation汇总数,当前删除状态汇总数,官方标准说明入口,初分人员,初分主类,初分副类1,初分副类2,初分命中规则编号,初分信心,初分是否不确定,初分不确定原因,初分依据,复核人员,复核主类,复核副类1,复核副类2,复核命中规则编号,复核信心,复核是否不确定,复核不确定原因,复核依据,是否主类一致,是否全部一致,最终主类,最终副类1,最终副类2,裁定命中规则编号,裁定依据,裁定人,专业复核人,是否Other或Unmapped,未映射原因,初分文件SHA256,复核文件SHA256,初分日期,复核日期,裁定日期,状态,备注
C005926,,v6-OSHA官网验证版,296-824-30005,296-824-30005,S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-824-30005,非目标标准体系: 296-824-30005,是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005927,,v6-OSHA官网验证版,296-824-30005(1),296-824-30005(1),S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-824-30005(1),非目标标准体系: 296-824-30005(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005928,,v6-OSHA官网验证版,296-824-60005(1),296-824-60005(1),S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-824-60005(1),非目标标准体系: 296-824-60005(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005929,,v6-OSHA官网验证版,296-840-105(2),296-840-105(2),O,4,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-840-105(2),非目标标准体系: 296-840-105(2),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005930,,v6-OSHA官网验证版,296-840-140(1),296-840-140(1),O,4,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-840-140(1),非目标标准体系: 296-840-140(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005931,,v6-OSHA官网验证版,296-840-150(3),296-840-150(3),O,3,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-840-150(3),非目标标准体系: 296-840-150(3),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005932,,v6-OSHA官网验证版,296-841-20005(1),296-841-20005(1),O,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-841-20005(1),非目标标准体系: 296-841-20005(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005933,,v6-OSHA官网验证版,296-841-20005(1),296-841-20005(1),S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-841-20005(1),非目标标准体系: 296-841-20005(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005934,,v6-OSHA官网验证版,296-842-10505,296-842-10505,O,2,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-842-10505,非目标标准体系: 296-842-10505,是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005935,,v6-OSHA官网验证版,296-842-11005(2),296-842-11005(2),O,4,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-842-11005(2),非目标标准体系: 296-842-11005(2),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005936,,v6-OSHA官网验证版,296-842-11005(3),296-842-11005(3),O,2,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-842-11005(3),非目标标准体系: 296-842-11005(3),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005937,,v6-OSHA官网验证版,296-842-12005(1),296-842-12005(1),O,3,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-842-12005(1),非目标标准体系: 296-842-12005(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005938,,v6-OSHA官网验证版,296-842-12005(1),296-842-12005(1),S,2,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-842-12005(1),非目标标准体系: 296-842-12005(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005939,,v6-OSHA官网验证版,296-842-13005,296-842-13005,O,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-842-13005,非目标标准体系: 296-842-13005,是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005940,,v6-OSHA官网验证版,296-842-14005,296-842-14005,O,9,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-842-14005,非目标标准体系: 296-842-14005,是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005941,,v6-OSHA官网验证版,296-842-14005,296-842-14005,S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-842-14005,非目标标准体系: 296-842-14005,是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005942,,v6-OSHA官网验证版,296-842-15005(1)(A),296-842-15005(1)(A),O,2,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-842-15005(1)(A),非目标标准体系: 296-842-15005(1)(A),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005943,,v6-OSHA官网验证版,296-842-15005(1)(A),296-842-15005(1)(A),S,3,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-842-15005(1)(A),非目标标准体系: 296-842-15005(1)(A),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005944,,v6-OSHA官网验证版,296-842-16005(1),296-842-16005(1),O,3,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-842-16005(1),非目标标准体系: 296-842-16005(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005945,,v6-OSHA官网验证版,296-842-16005(1),296-842-16005(1),S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-842-16005(1),非目标标准体系: 296-842-16005(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005946,,v6-OSHA官网验证版,296-842-16005(4)(A),296-842-16005(4)(A),O,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-842-16005(4)(A),非目标标准体系: 296-842-16005(4)(A),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005947,,v6-OSHA官网验证版,296-842-17010(1),296-842-17010(1),O,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-842-17010(1),非目标标准体系: 296-842-17010(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005948,,v6-OSHA官网验证版,296-863-20010(1)(B),296-863-20010(1)(B),O,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-863-20010(1)(B),非目标标准体系: 296-863-20010(1)(B),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005949,,v6-OSHA官网验证版,296-863-20010(1)(D),296-863-20010(1)(D),O,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-863-20010(1)(D),非目标标准体系: 296-863-20010(1)(D),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005950,,v6-OSHA官网验证版,296-863-30010(2)(A),296-863-30010(2)(A),O,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-863-30010(2)(A),非目标标准体系: 296-863-30010(2)(A),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005951,,v6-OSHA官网验证版,296-863-40005(1),296-863-40005(1),O,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-863-40005(1),非目标标准体系: 296-863-40005(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005952,,v6-OSHA官网验证版,296-863-40005(1),296-863-40005(1),S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-863-40005(1),非目标标准体系: 296-863-40005(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005953,,v6-OSHA官网验证版,296-863-40010(1),296-863-40010(1),O,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-863-40010(1),非目标标准体系: 296-863-40010(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005954,,v6-OSHA官网验证版,296-863-40015(1),296-863-40015(1),S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-863-40015(1),非目标标准体系: 296-863-40015(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005955,,v6-OSHA官网验证版,296-863-40060,296-863-40060,S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-863-40060,非目标标准体系: 296-863-40060,是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005956,,v6-OSHA官网验证版,296-863-40060(1)(B),296-863-40060(1)(B),S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-863-40060(1)(B),非目标标准体系: 296-863-40060(1)(B),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005957,,v6-OSHA官网验证版,296-863-60005,296-863-60005,O,2,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-863-60005,非目标标准体系: 296-863-60005,是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005958,,v6-OSHA官网验证版,296-863-60005(1),296-863-60005(1),O,4,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-863-60005(1),非目标标准体系: 296-863-60005(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005959,,v6-OSHA官网验证版,296-863-60005(5),296-863-60005(5),O,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-863-60005(5),非目标标准体系: 296-863-60005(5),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005960,,v6-OSHA官网验证版,296-869-20010,296-869-20010,S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-869-20010,非目标标准体系: 296-869-20010,是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005961,,v6-OSHA官网验证版,296-869-20025,296-869-20025,S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-869-20025,非目标标准体系: 296-869-20025,是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005962,,v6-OSHA官网验证版,296-869-20025(1),296-869-20025(1),O,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-869-20025(1),非目标标准体系: 296-869-20025(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005963,,v6-OSHA官网验证版,296-869-20025(1),296-869-20025(1),S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-869-20025(1),非目标标准体系: 296-869-20025(1),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005964,,v6-OSHA官网验证版,296-869-20025(2),296-869-20025(2),S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-869-20025(2),非目标标准体系: 296-869-20025(2),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005965,,v6-OSHA官网验证版,296-869-20030,296-869-20030,S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-869-20030,非目标标准体系: 296-869-20030,是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005966,,v6-OSHA官网验证版,296-869-20035,296-869-20035,O,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-869-20035,非目标标准体系: 296-869-20035,是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005967,,v6-OSHA官网验证版,296-869-20045,296-869-20045,S,3,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-869-20045,非目标标准体系: 296-869-20045,是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005968,,v6-OSHA官网验证版,296-869-20045(2),296-869-20045(2),S,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-869-20045(2),非目标标准体系: 296-869-20045(2),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005969,,v6-OSHA官网验证版,296-869-20045(4),296-869-20045(4),S,14,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-869-20045(4),非目标标准体系: 296-869-20045(4),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C005970,,v6-OSHA官网验证版,296-869-30015(3),296-869-30015(3),O,1,0,,刘诗曼,R9,,,R9,低,是,华盛顿州WAC 296 州计划标准-无官方分类表,华盛顿州WAC 296 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 296-869-30015(3),非目标标准体系: 296-869-30015(3),是,否,R9,,,R9,双方一致,刘诗曼,,是,华盛顿州WAC 296 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
